AL,NCBI_SEQ_ID,VERS_ACCESS
 5050         ,172037220     ,YP_001803721.1
 5051         ,172037229     ,YP_001803730.1
 5052         ,172037326     ,YP_001803827.1
 5053         ,172037359     ,YP_001803860.1
 5054         ,172037411     ,YP_001803912.1
 5055         ,172037528     ,YP_001804029.1
 5056         ,172037572     ,YP_001804073.1
 5057         ,172037671     ,YP_001804172.1
 5058         ,172037725     ,YP_001804226.1
 5059         ,172037836     ,YP_001804337.1
 5060         ,172037888     ,YP_001804389.1
 5061         ,172037905     ,YP_001804406.1
 5062         ,172038007     ,YP_001804508.1
 5063         ,172038047     ,YP_001804548.1
 5064         ,172038179     ,YP_001804680.1
 5065         ,172038203     ,YP_001804704.1
 5066         ,172038261     ,YP_001804762.1
 5067         ,172038375     ,YP_001804876.1
 5068         ,172038401     ,YP_001804902.1
 5069         ,172038447     ,YP_001804948.1
 5070         ,172038504     ,YP_001805005.1
 5071         ,172038604     ,YP_001805105.1
 5072         ,172038729     ,YP_001805230.1
 5073         ,172038860     ,YP_001805361.1
 5074         ,172038864     ,YP_001805365.1
 5075         ,172038870     ,YP_001805371.1
 5076         ,172038889     ,YP_001805390.1
 5077         ,172038918     ,YP_001805419.1
 5078         ,172038926     ,YP_001805427.1
 5079         ,172038929     ,YP_001805430.1
 5080         ,172038930     ,YP_001805431.1
 5081         ,172038934     ,YP_001805435.1
 5082         ,172038938     ,YP_001805439.1
 5083         ,172038942     ,YP_001805443.1
 5084         ,172038946     ,YP_001805447.1
 5085         ,172038947     ,YP_001805448.1
 5086         ,172038952     ,YP_001805453.1
 5087         ,172038954     ,YP_001805455.1
 5088         ,172039065     ,YP_001805566.1
 5089         ,172039132     ,YP_001805633.1
 5090         ,172039134     ,YP_001805635.1
 5091         ,172039150     ,YP_001805651.1
 5092         ,172039171     ,YP_001805672.1
 5093         ,172039313     ,YP_001805814.1
 5094         ,172039351     ,YP_001805852.1
 5095         ,172039373     ,YP_001805874.1
 5096         ,172039386     ,YP_001805887.1
 5097         ,172039458     ,YP_001805959.1
 5098         ,172039521     ,YP_001806022.1
 5099         ,172039551     ,YP_001806052.1
 5100         ,172039552     ,YP_001806053.1
 5101         ,172039592     ,YP_001806093.1
 5102         ,172039606     ,YP_001806107.1
 5103         ,183980040     ,YP_001848331.1
 5104         ,183980041     ,YP_001848332.1
 5105         ,183980092     ,YP_001848383.1
 5106         ,183980240     ,YP_001848531.1
 5107         ,183980321     ,YP_001848612.1
 5108         ,183980322     ,YP_001848613.1
 5109         ,183980463     ,YP_001848754.1
 5110         ,183980531     ,YP_001848822.1
 5111         ,183980539     ,YP_001848830.1
 5112         ,183980662     ,YP_001848953.1
 5113         ,183980664     ,YP_001848955.1
 5114         ,183980674     ,YP_001848965.1
 5115         ,183980705     ,YP_001848996.1
 5116         ,183980768     ,YP_001849059.1
 5117         ,183980783     ,YP_001849074.1
 5118         ,183980850     ,YP_001849141.1
 5119         ,183980867     ,YP_001849158.1
 5120         ,183980987     ,YP_001849278.1
 5121         ,183980992     ,YP_001849283.1
 5122         ,183981015     ,YP_001849306.1
 5123         ,183981053     ,YP_001849344.1
 5124         ,183981055     ,YP_001849346.1
 5125         ,183981056     ,YP_001849347.1
 5126         ,183981060     ,YP_001849351.1
 5127         ,183981068     ,YP_001849359.1
 5128         ,183981070     ,YP_001849361.1
 5129         ,183981072     ,YP_001849363.1
 5130         ,183981090     ,YP_001849381.1
 5131         ,183981091     ,YP_001849382.1
 5132         ,183981110     ,YP_001849401.1
 5133         ,183981112     ,YP_001849403.1
 5134         ,183981134     ,YP_001849425.1
 5135         ,183981146     ,YP_001849437.1
 5136         ,183981170     ,YP_001849461.1
 5137         ,183981210     ,YP_001849501.1
 5138         ,183981223     ,YP_001849514.1
 5139         ,183981283     ,YP_001849574.1
 5140         ,183981342     ,YP_001849633.1
 5141         ,183981715     ,YP_001850006.1
 5142         ,183981717     ,YP_001850008.1
 5143         ,183981725     ,YP_001850016.1
 5144         ,183981732     ,YP_001850023.1
 5145         ,183981753     ,YP_001850044.1
 5146         ,183981819     ,YP_001850110.1
 5147         ,183981839     ,YP_001850130.1
 5148         ,183981901     ,YP_001850192.1
 5149         ,183981905     ,YP_001850196.1
 5150         ,183981907     ,YP_001850198.1
 5151         ,183981966     ,YP_001850257.1
 5152         ,183981976     ,YP_001850267.1
 5153         ,183981979     ,YP_001850270.1
 5154         ,183981991     ,YP_001850282.1
 5155         ,183982102     ,YP_001850393.1
 5156         ,183982125     ,YP_001850416.1
 5157         ,183982141     ,YP_001850432.1
 5158         ,183982171     ,YP_001850462.1
 5159         ,183982183     ,YP_001850474.1
 5160         ,183982186     ,YP_001850477.1
 5161         ,183982208     ,YP_001850499.1
 5162         ,183982209     ,YP_001850500.1
 5163         ,183982212     ,YP_001850503.1
 5164         ,183982218     ,YP_001850509.1
 5165         ,183982236     ,YP_001850527.1
 5166         ,183982240     ,YP_001850531.1
 5167         ,183982253     ,YP_001850544.1
 5168         ,183982289     ,YP_001850580.1
 5169         ,183982369     ,YP_001850660.1
 5170         ,183982409     ,YP_001850700.1
 5171         ,183982411     ,YP_001850702.1
 5172         ,183982412     ,YP_001850703.1
 5173         ,183982427     ,YP_001850718.1
 5174         ,183982428     ,YP_001850719.1
 5175         ,183982429     ,YP_001850720.1
 5176         ,183982451     ,YP_001850742.1
 5177         ,183982457     ,YP_001850748.1
 5178         ,183982461     ,YP_001850752.1
 5179         ,183982470     ,YP_001850761.1
 5180         ,183982471     ,YP_001850762.1
 5181         ,183982479     ,YP_001850770.1
 5182         ,183982502     ,YP_001850793.1
 5183         ,183982519     ,YP_001850810.1
 5184         ,183983119     ,YP_001851410.1
 5185         ,183983227     ,YP_001851518.1
 5186         ,183983630     ,YP_001851921.1
 5187         ,183983729     ,YP_001852020.1
 5188         ,183983733     ,YP_001852024.1
 5189         ,183983752     ,YP_001852043.1
 5190         ,183983779     ,YP_001852070.1
 5191         ,183983782     ,YP_001852073.1
 5192         ,183984004     ,YP_001852295.1
 5193         ,183984057     ,YP_001852348.1
 5194         ,183984058     ,YP_001852349.1
 5195         ,183984060     ,YP_001852351.1
 5196         ,183984064     ,YP_001852355.1
 5197         ,183984073     ,YP_001852364.1
 5198         ,183984076     ,YP_001852367.1
 5199         ,183984346     ,YP_001852637.1
 5200         ,183984433     ,YP_001852724.1
 5201         ,183984448     ,YP_001852739.1
 5202         ,183984848     ,YP_001853139.1
 5203         ,183984849     ,YP_001853140.1
 5204         ,183984856     ,YP_001853147.1
 5205         ,183984884     ,YP_001853175.1
 5206         ,183984892     ,YP_001853183.1
 5207         ,183984958     ,YP_001853249.1
 5208         ,183985048     ,YP_001853339.1
 5209         ,183985070     ,YP_001853361.1
 5210         ,183985190     ,YP_001853481.1
 5211         ,183985354     ,YP_001853645.1
 5212         ,189218028     ,YP_001938670.1
 5213         ,189218043     ,YP_001938685.1
 5214         ,189218097     ,YP_001938739.1
 5215         ,189218098     ,YP_001938740.1
 5216         ,189218145     ,YP_001938787.1
 5217         ,189218174     ,YP_001938816.1
 5218         ,189218175     ,YP_001938817.1
 5219         ,189218198     ,YP_001938840.1
 5220         ,189218203     ,YP_001938845.1
 5221         ,189218244     ,YP_001938886.1
 5222         ,189218260     ,YP_001938902.1
 5223         ,189218261     ,YP_001938903.1
 5224         ,189218276     ,YP_001938918.1
 5225         ,189218329     ,YP_001938971.1
 5226         ,189218343     ,YP_001938985.1
 5227         ,189218345     ,YP_001938987.1
 5228         ,189218370     ,YP_001939012.1
 5229         ,189218385     ,YP_001939026.1
 5230         ,189218386     ,YP_001939027.1
 5231         ,189218403     ,YP_001939044.1
 5232         ,189218417     ,YP_001939058.1
 5233         ,189218447     ,YP_001939088.1
 5234         ,189218507     ,YP_001939148.1
 5235         ,189218517     ,YP_001939158.1
 5236         ,189218637     ,YP_001939278.1
 5237         ,189218649     ,YP_001939290.1
 5238         ,189218662     ,YP_001939303.1
 5239         ,189218682     ,YP_001939323.1
 5240         ,189218695     ,YP_001939336.1
 5241         ,189218697     ,YP_001939338.1
 5242         ,189218698     ,YP_001939339.1
 5243         ,189218702     ,YP_001939343.1
 5244         ,189218706     ,YP_001939347.1
 5245         ,189218708     ,YP_001939349.1
 5246         ,189218710     ,YP_001939351.1
 5247         ,189218714     ,YP_001939355.1
 5248         ,189218727     ,YP_001939368.1
 5249         ,189218733     ,YP_001939374.1
 5250         ,189218734     ,YP_001939375.1
 5251         ,189218758     ,YP_001939399.1
 5252         ,189218800     ,YP_001939441.1
 5253         ,189218810     ,YP_001939451.1
 5254         ,189218811     ,YP_001939452.1
 5255         ,189218816     ,YP_001939457.1
 5256         ,189218821     ,YP_001939462.1
 5257         ,189218834     ,YP_001939475.1
 5258         ,189218851     ,YP_001939492.1
 5259         ,189218852     ,YP_001939493.1
 5260         ,189218854     ,YP_001939495.1
 5261         ,189218857     ,YP_001939498.1
 5262         ,189218929     ,YP_001939570.1
 5263         ,189218959     ,YP_001939600.1
 5264         ,189219026     ,YP_001939667.1
 5265         ,189219041     ,YP_001939682.1
 5266         ,189219044     ,YP_001939685.1
 5267         ,189219050     ,YP_001939691.1
 5268         ,189219051     ,YP_001939692.1
 5269         ,189219055     ,YP_001939696.1
 5270         ,189219059     ,YP_001939700.1
 5271         ,189219153     ,YP_001939794.1
 5272         ,189219175     ,YP_001939816.1
 5273         ,189219201     ,YP_001939842.1
 5274         ,189219230     ,YP_001939871.1
 5275         ,189219231     ,YP_001939872.1
 5276         ,189219259     ,YP_001939900.1
 5277         ,189219266     ,YP_001939907.1
 5278         ,189219283     ,YP_001939924.1
 5279         ,189219296     ,YP_001939937.1
 5280         ,189219372     ,YP_001940013.1
 5281         ,189219450     ,YP_001940091.1
 5282         ,189219455     ,YP_001940096.1
 5283         ,189219471     ,YP_001940112.1
 5284         ,189219552     ,YP_001940193.1
 5285         ,189219553     ,YP_001940194.1
 5286         ,189219555     ,YP_001940196.1
 5287         ,189219556     ,YP_001940197.1
 5288         ,189219572     ,YP_001940213.1
 5289         ,189219574     ,YP_001940215.1
 5290         ,189219575     ,YP_001940216.1
 5291         ,189219580     ,YP_001940221.1
 5292         ,189219647     ,YP_001940288.1
 5293         ,189219675     ,YP_001940316.1
 5294         ,189219680     ,YP_001940321.1
 5295         ,189219704     ,YP_001940345.1
 5296         ,189219705     ,YP_001940346.1
 5297         ,189219721     ,YP_001940362.1
 5298         ,189219734     ,YP_001940375.1
 5299         ,189219739     ,YP_001940380.1
 5300         ,189219755     ,YP_001940396.1
 5301         ,189219824     ,YP_001940465.1
 5302         ,189219825     ,YP_001940466.1
 5303         ,189219853     ,YP_001940494.1
 5304         ,189219874     ,YP_001940515.1
 5305         ,189219875     ,YP_001940516.1
 5306         ,189219879     ,YP_001940520.1
 5307         ,189219935     ,YP_001940575.1
 5308         ,189219937     ,YP_001940577.1
 5309         ,189219943     ,YP_001940583.1
 5310         ,189219987     ,YP_001940627.1
 5311         ,189220038     ,YP_001940678.1
 5312         ,189220041     ,YP_001940681.1
 5313         ,189220043     ,YP_001940683.1
 5314         ,189220187     ,YP_001940827.1
 5315         ,189220189     ,YP_001940829.1
 5316         ,189220199     ,YP_001940839.1
 5317         ,189220207     ,YP_001940847.1
 5318         ,189220264     ,YP_001940904.1
 5319         ,189220265     ,YP_001940905.1
 5320         ,189220271     ,YP_001940911.1
 5321         ,189220273     ,YP_001940913.1
 5322         ,189220286     ,YP_001940926.1
 5323         ,189220289     ,YP_001940929.1
 5324         ,189220313     ,YP_001940953.1
 5325         ,189220333     ,YP_001940973.1
 5326         ,189220371     ,YP_001941011.1
 5327         ,189220382     ,YP_001941022.1
 5328         ,189220409     ,YP_001941049.1
 5329         ,189220428     ,YP_001941068.1
 5330         ,189220432     ,YP_001941072.1
 5331         ,189220434     ,YP_001941074.1
 5332         ,189220435     ,YP_001941075.1
 5333         ,189220489     ,YP_001941129.1
 5334         ,190889643     ,YP_001976185.1
 5335         ,190889652     ,YP_001976194.1
 5336         ,190889661     ,YP_001976203.1
 5337         ,190889662     ,YP_001976204.1
 5338         ,190889687     ,YP_001976229.1
 5339         ,190889689     ,YP_001976231.1
 5340         ,190889785     ,YP_001976327.1
 5341         ,190889787     ,YP_001976329.1
 5342         ,190889815     ,YP_001976357.1
 5343         ,190889929     ,YP_001976471.1
 5344         ,190889930     ,YP_001976472.1
 5345         ,190889964     ,YP_001976506.1
 5346         ,190889982     ,YP_001976524.1
 5347         ,190890034     ,YP_001976576.1
 5348         ,190890040     ,YP_001976582.1
 5349         ,190890053     ,YP_001976595.1
 5350         ,190890084     ,YP_001976626.1
 5351         ,190890088     ,YP_001976630.1
 5352         ,190890174     ,YP_001976716.1
 5353         ,190890219     ,YP_001976761.1
 5354         ,190890237     ,YP_001976779.1
 5355         ,190890282     ,YP_001976824.1
 5356         ,190890528     ,YP_001977070.1
 5357         ,190890535     ,YP_001977077.1
 5358         ,190890541     ,YP_001977083.1
 5359         ,190890575     ,YP_001977117.1
 5360         ,190890579     ,YP_001977121.1
 5361         ,190890596     ,YP_001977138.1
 5362         ,190890598     ,YP_001977140.1
 5363         ,190890601     ,YP_001977143.1
 5364         ,190890904     ,YP_001977446.1
 5365         ,190890943     ,YP_001977485.1
 5366         ,190891109     ,YP_001977651.1
 5367         ,190891113     ,YP_001977655.1
 5368         ,190891131     ,YP_001977673.1
 5369         ,190891161     ,YP_001977703.1
 5370         ,190891170     ,YP_001977712.1
 5371         ,190891179     ,YP_001977721.1
 5372         ,190891192     ,YP_001977734.1
 5373         ,190891210     ,YP_001977752.1
 5374         ,190891272     ,YP_001977814.1
 5375         ,190891273     ,YP_001977815.1
 5376         ,190891305     ,YP_001977847.1
 5377         ,190891317     ,YP_001977859.1
 5378         ,190891325     ,YP_001977867.1
 5379         ,190891341     ,YP_001977883.1
 5380         ,190891342     ,YP_001977884.1
 5381         ,190891347     ,YP_001977889.1
 5382         ,190891355     ,YP_001977897.1
 5383         ,190891357     ,YP_001977899.1
 5384         ,190891358     ,YP_001977900.1
 5385         ,190891362     ,YP_001977904.1
 5386         ,190891366     ,YP_001977908.1
 5387         ,190891368     ,YP_001977910.1
 5388         ,190891370     ,YP_001977912.1
 5389         ,190891375     ,YP_001977917.1
 5390         ,190891376     ,YP_001977918.1
 5391         ,190891379     ,YP_001977921.1
 5392         ,190891500     ,YP_001978042.1
 5393         ,190891507     ,YP_001978049.1
 5394         ,190891515     ,YP_001978057.1
 5395         ,190891545     ,YP_001978087.1
 5396         ,190891550     ,YP_001978092.1
 5397         ,190891609     ,YP_001978151.1
 5398         ,190891625     ,YP_001978167.1
 5399         ,190891752     ,YP_001978294.1
 5400         ,190891755     ,YP_001978297.1
 5401         ,190891852     ,YP_001978394.1
 5402         ,190891853     ,YP_001978395.1
 5403         ,190891862     ,YP_001978404.1
 5404         ,190891876     ,YP_001978418.1
 5405         ,190891958     ,YP_001978500.1
 5406         ,190891973     ,YP_001978515.1
 5407         ,190891986     ,YP_001978528.1
 5408         ,190892008     ,YP_001978550.1
 5409         ,190892009     ,YP_001978551.1
 5410         ,190892262     ,YP_001978804.1
 5411         ,190892470     ,YP_001979012.1
 5412         ,190892539     ,YP_001979081.1
 5413         ,190892704     ,YP_001979246.1
 5414         ,190892717     ,YP_001979259.1
 5415         ,190892726     ,YP_001979268.1
 5416         ,190892757     ,YP_001979299.1
 5417         ,190892839     ,YP_001979381.1
 5418         ,190893170     ,YP_001979712.1
 5419         ,190893267     ,YP_001979809.1
 5420         ,190893295     ,YP_001979837.1
 5421         ,190893316     ,YP_001979858.1
 5422         ,190893355     ,YP_001979897.1
 5423         ,190893500     ,YP_001980042.1
 5424         ,190893501     ,YP_001980043.1
 5425         ,190893546     ,YP_001980088.1
 5426         ,190893654     ,YP_001980196.1
 5427         ,190893715     ,YP_001980257.1
 5428         ,190893716     ,YP_001980258.1
 5429         ,190893718     ,YP_001980260.1
 5430         ,190893744     ,YP_001980286.1
 5431         ,190893921     ,YP_001980463.1
 5432         ,190893922     ,YP_001980464.1
 5433         ,190893954     ,YP_001980496.1
 5434         ,190893972     ,YP_001980514.1
 5435         ,191636829     ,YP_001985995.1
 5436         ,191636830     ,YP_001985996.1
 5437         ,191636896     ,YP_001986062.1
 5438         ,191636897     ,YP_001986063.1
 5439         ,191636899     ,YP_001986065.1
 5440         ,191636900     ,YP_001986066.1
 5441         ,191636921     ,YP_001986087.1
 5442         ,191636927     ,YP_001986093.1
 5443         ,191636937     ,YP_001986103.1
 5444         ,191636993     ,YP_001986159.1
 5445         ,191637080     ,YP_001986246.1
 5446         ,191637125     ,YP_001986291.1
 5447         ,191637361     ,YP_001986527.1
 5448         ,191637548     ,YP_001986714.1
 5449         ,191637649     ,YP_001986815.1
 5450         ,191637661     ,YP_001986827.1
 5451         ,191637722     ,YP_001986888.1
 5452         ,191637728     ,YP_001986894.1
 5453         ,191637762     ,YP_001986928.1
 5454         ,191637801     ,YP_001986967.1
 5455         ,191637810     ,YP_001986976.1
 5456         ,191637814     ,YP_001986980.1
 5457         ,191637848     ,YP_001987014.1
 5458         ,191637855     ,YP_001987021.1
 5459         ,191637887     ,YP_001987053.1
 5460         ,191637908     ,YP_001987074.1
 5461         ,191637910     ,YP_001987076.1
 5462         ,191637960     ,YP_001987126.1
 5463         ,191638000     ,YP_001987166.1
 5464         ,191638001     ,YP_001987167.1
 5465         ,191638153     ,YP_001987319.1
 5466         ,191638155     ,YP_001987321.1
 5467         ,191638159     ,YP_001987325.1
 5468         ,191638161     ,YP_001987327.1
 5469         ,191638162     ,YP_001987328.1
 5470         ,191638199     ,YP_001987365.1
 5471         ,191638254     ,YP_001987420.1
 5472         ,191638284     ,YP_001987450.1
 5473         ,191638306     ,YP_001987472.1
 5474         ,191638334     ,YP_001987500.1
 5475         ,191638340     ,YP_001987506.1
 5476         ,191638395     ,YP_001987561.1
 5477         ,191638426     ,YP_001987592.1
 5478         ,191638427     ,YP_001987593.1
 5479         ,191638428     ,YP_001987594.1
 5480         ,191638445     ,YP_001987611.1
 5481         ,191638446     ,YP_001987612.1
 5482         ,191638448     ,YP_001987614.1
 5483         ,191638450     ,YP_001987616.1
 5484         ,191638451     ,YP_001987617.1
 5485         ,191638471     ,YP_001987637.1
 5486         ,191638497     ,YP_001987663.1
 5487         ,191638498     ,YP_001987664.1
 5488         ,191638499     ,YP_001987665.1
 5489         ,191638515     ,YP_001987681.1
 5490         ,191638516     ,YP_001987682.1
 5491         ,191638549     ,YP_001987715.1
 5492         ,191638550     ,YP_001987716.1
 5493         ,191638551     ,YP_001987717.1
 5494         ,191638558     ,YP_001987724.1
 5495         ,191638561     ,YP_001987727.1
 5496         ,191638564     ,YP_001987730.1
 5497         ,191638569     ,YP_001987735.1
 5498         ,191638605     ,YP_001987771.1
 5499         ,191638661     ,YP_001987827.1
 5500         ,191638662     ,YP_001987828.1
 5501         ,191638677     ,YP_001987843.1
 5502         ,191638692     ,YP_001987858.1
 5503         ,191638703     ,YP_001987869.1
 5504         ,191638735     ,YP_001987901.1
 5505         ,191638738     ,YP_001987904.1
 5506         ,191638739     ,YP_001987905.1
 5507         ,191638740     ,YP_001987906.1
 5508         ,191638745     ,YP_001987911.1
 5509         ,191638793     ,YP_001987959.1
 5510         ,191638798     ,YP_001987964.1
 5511         ,191638818     ,YP_001987984.1
 5512         ,191638829     ,YP_001987995.1
 5513         ,191638872     ,YP_001988038.1
 5514         ,191638906     ,YP_001988072.1
 5515         ,191638913     ,YP_001988079.1
 5516         ,191638956     ,YP_001988122.1
 5517         ,191638997     ,YP_001988163.1
 5518         ,191639005     ,YP_001988171.1
 5519         ,191639055     ,YP_001988221.1
 5520         ,191639178     ,YP_001988344.1
 5521         ,191639230     ,YP_001988396.1
 5522         ,191639246     ,YP_001988412.1
 5523         ,191639250     ,YP_001988416.1
 5524         ,191639293     ,YP_001988459.1
 5525         ,191639354     ,YP_001988520.1
 5526         ,191639397     ,YP_001988563.1
 5527         ,191639403     ,YP_001988569.1
 5528         ,191639408     ,YP_001988574.1
 5529         ,191639409     ,YP_001988575.1
 5530         ,191639414     ,YP_001988580.1
 5531         ,191639417     ,YP_001988583.1
 5532         ,191639421     ,YP_001988587.1
 5533         ,191639425     ,YP_001988591.1
 5534         ,191639426     ,YP_001988592.1
 5535         ,191639428     ,YP_001988594.1
 5536         ,191639439     ,YP_001988605.1
 5537         ,191639442     ,YP_001988608.1
 5538         ,191639481     ,YP_001988647.1
 5539         ,191639502     ,YP_001988668.1
 5540         ,191639533     ,YP_001988699.1
 5541         ,191639560     ,YP_001988726.1
 5542         ,191639745     ,YP_001988911.1
 5543         ,197116406     ,YP_002136833.1
 5544         ,197116407     ,YP_002136834.1
 5545         ,197116490     ,YP_002136917.1
 5546         ,197116508     ,YP_002136935.1
 5547         ,197116550     ,YP_002136977.1
 5548         ,197116606     ,YP_002137033.1
 5549         ,197116649     ,YP_002137076.1
 5550         ,197116805     ,YP_002137232.1
 5551         ,197116950     ,YP_002137377.1
 5552         ,197117039     ,YP_002137466.1
 5553         ,197117146     ,YP_002137573.1
 5554         ,197117160     ,YP_002137587.1
 5555         ,197117228     ,YP_002137655.1
 5556         ,197117301     ,YP_002137728.1
 5557         ,197117309     ,YP_002137736.1
 5558         ,197117310     ,YP_002137737.1
 5559         ,197117316     ,YP_002137743.1
 5560         ,197117323     ,YP_002137750.1
 5561         ,197117325     ,YP_002137752.1
 5562         ,197117326     ,YP_002137753.1
 5563         ,197117330     ,YP_002137757.1
 5564         ,197117334     ,YP_002137761.1
 5565         ,197117336     ,YP_002137763.1
 5566         ,197117338     ,YP_002137765.1
 5567         ,197117343     ,YP_002137770.1
 5568         ,197117344     ,YP_002137771.1
 5569         ,197117350     ,YP_002137777.1
 5570         ,197117360     ,YP_002137787.1
 5571         ,197117386     ,YP_002137813.1
 5572         ,197117660     ,YP_002138087.1
 5573         ,197117661     ,YP_002138088.1
 5574         ,197117690     ,YP_002138117.1
 5575         ,197117918     ,YP_002138345.1
 5576         ,197117987     ,YP_002138414.1
 5577         ,197118279     ,YP_002138706.1
 5578         ,197118280     ,YP_002138707.1
 5579         ,197118283     ,YP_002138710.1
 5580         ,197118339     ,YP_002138766.1
 5581         ,197118340     ,YP_002138767.1
 5582         ,197118344     ,YP_002138771.1
 5583         ,197118372     ,YP_002138799.1
 5584         ,197118376     ,YP_002138803.1
 5585         ,197118377     ,YP_002138804.1
 5586         ,197118660     ,YP_002139087.1
 5587         ,197118664     ,YP_002139091.1
 5588         ,197118679     ,YP_002139106.1
 5589         ,197118709     ,YP_002139136.1
 5590         ,197118710     ,YP_002139137.1
 5591         ,197118714     ,YP_002139141.1
 5592         ,197118718     ,YP_002139145.1
 5593         ,197118781     ,YP_002139208.1
 5594         ,197118973     ,YP_002139400.1
 5595         ,197119120     ,YP_002139547.1
 5596         ,197119127     ,YP_002139554.1
 5597         ,197119131     ,YP_002139558.1
 5598         ,197119262     ,YP_002139689.1
 5599         ,197119263     ,YP_002139690.1
 5600         ,197119275     ,YP_002139702.1
 5601         ,197119392     ,YP_002139819.1
 5602         ,197119467     ,YP_002139894.1
 5603         ,197119473     ,YP_002139900.1
 5604         ,197119577     ,YP_002140004.1
 5605         ,197119583     ,YP_002140010.1
 5606         ,197119624     ,YP_002140051.1
 5607         ,197119681     ,YP_002140108.1
 5608         ,197119714     ,YP_002140141.1
 5609         ,197119747     ,YP_002140174.1
 5610         ,197119787     ,YP_002140214.1
 5611         ,197119818     ,YP_002140245.1
 5612         ,197119819     ,YP_002140246.1
 5613         ,197119866     ,YP_002140293.1
 5614         ,197119867     ,YP_002140294.1
 5615         ,197119868     ,YP_002140295.1
 5616         ,197119991     ,YP_002140418.1
 5617         ,197119994     ,YP_002140421.1
 5618         ,197119997     ,YP_002140424.1
 5619         ,197120005     ,YP_002140432.1
 5620         ,197120006     ,YP_002140433.1
 5621         ,197120011     ,YP_002140438.1
 5622         ,197120047     ,YP_002140474.1
 5623         ,197120055     ,YP_002140482.1
 5624         ,197120063     ,YP_002140490.1
 5625         ,197120064     ,YP_002140491.1
 5626         ,197120065     ,YP_002140492.1
 5627         ,197120138     ,YP_002140565.1
 5628         ,197120139     ,YP_002140566.1
 5629         ,197120161     ,YP_002140588.1
 5630         ,197120292     ,YP_002140719.1
 5631         ,197120310     ,YP_002140737.1
 5632         ,197120311     ,YP_002140738.1
 5633         ,197120313     ,YP_002140740.1
 5634         ,197120322     ,YP_002140749.1
 5635         ,197120413     ,YP_002140840.1
 5636         ,209963378     ,YP_002296293.1
 5637         ,209963450     ,YP_002296365.1
 5638         ,209963451     ,YP_002296366.1
 5639         ,209963461     ,YP_002296376.1
 5640         ,209963464     ,YP_002296379.1
 5641         ,209963703     ,YP_002296618.1
 5642         ,209963704     ,YP_002296619.1
 5643         ,209963707     ,YP_002296622.1
 5644         ,209963710     ,YP_002296625.1
 5645         ,209963861     ,YP_002296776.1
 5646         ,209963968     ,YP_002296883.1
 5647         ,209964024     ,YP_002296939.1
 5648         ,209964025     ,YP_002296940.1
 5649         ,209964030     ,YP_002296945.1
 5650         ,209964040     ,YP_002296955.1
 5651         ,209964042     ,YP_002296957.1
 5652         ,209964043     ,YP_002296958.1
 5653         ,209964047     ,YP_002296962.1
 5654         ,209964051     ,YP_002296966.1
 5655         ,209964053     ,YP_002296968.1
 5656         ,209964055     ,YP_002296970.1
 5657         ,209964060     ,YP_002296975.1
 5658         ,209964061     ,YP_002296976.1
 5659         ,209964064     ,YP_002296979.1
 5660         ,209964227     ,YP_002297142.1
 5661         ,209964228     ,YP_002297143.1
 5662         ,209964297     ,YP_002297212.1
 5663         ,209964298     ,YP_002297213.1
 5664         ,209964310     ,YP_002297225.1
 5665         ,209964346     ,YP_002297261.1
 5666         ,209964355     ,YP_002297270.1
 5667         ,209964374     ,YP_002297289.1
 5668         ,209964380     ,YP_002297295.1
 5669         ,209964464     ,YP_002297379.1
 5670         ,209964474     ,YP_002297389.1
 5671         ,209964475     ,YP_002297390.1
 5672         ,209964503     ,YP_002297418.1
 5673         ,209964518     ,YP_002297433.1
 5674         ,209964526     ,YP_002297441.1
 5675         ,209964555     ,YP_002297470.1
 5676         ,209964556     ,YP_002297471.1
 5677         ,209964639     ,YP_002297554.1
 5678         ,209964644     ,YP_002297559.1
 5679         ,209964755     ,YP_002297670.1
 5680         ,209964808     ,YP_002297723.1
 5681         ,209964818     ,YP_002297733.1
 5682         ,209964826     ,YP_002297741.1
 5683         ,209964833     ,YP_002297748.1
 5684         ,209964841     ,YP_002297756.1
 5685         ,209964852     ,YP_002297767.1
 5686         ,209964862     ,YP_002297777.1
 5687         ,209964872     ,YP_002297787.1
 5688         ,209964886     ,YP_002297801.1
 5689         ,209964922     ,YP_002297837.1
 5690         ,209964949     ,YP_002297864.1
 5691         ,209964956     ,YP_002297871.1
 5692         ,209964965     ,YP_002297880.1
 5693         ,209965016     ,YP_002297931.1
 5694         ,209965081     ,YP_002297996.1
 5695         ,209965100     ,YP_002298015.1
 5696         ,209965144     ,YP_002298059.1
 5697         ,209965175     ,YP_002298090.1
 5698         ,209965179     ,YP_002298094.1
 5699         ,209965192     ,YP_002298107.1
 5700         ,209965207     ,YP_002298122.1
 5701         ,209965208     ,YP_002298123.1
 5702         ,209965265     ,YP_002298180.1
 5703         ,209965297     ,YP_002298212.1
 5704         ,209965298     ,YP_002298213.1
 5705         ,209965305     ,YP_002298220.1
 5706         ,209965357     ,YP_002298272.1
 5707         ,209965496     ,YP_002298411.1
 5708         ,209965497     ,YP_002298412.1
 5709         ,209965498     ,YP_002298413.1
 5710         ,209965499     ,YP_002298414.1
 5711         ,209965500     ,YP_002298415.1
 5712         ,209965525     ,YP_002298440.1
 5713         ,209965526     ,YP_002298441.1
 5714         ,209965528     ,YP_002298443.1
