AL,GN,GENE_ID,NCBI_SEQ_ID
 3083    , 52      ,162      ,109947835
10915    , 52      ,162      ,352682905
 4575    , 52      ,162      ,157691965
 4235    , 52      ,162      ,150024180
 6781    , 52      ,162      ,222097586
 2145    , 52      ,162      , 52141358
 5220    , 52      ,162      ,189218203
 1804    , 52      ,162      , 45658123
 1948    , 52      ,162      , 49480910
 5955    , 52      ,162      ,218552949
 6261    , 52      ,162      ,218693847
 7450    , 52      ,162      ,238899676
 4913    , 52      ,162      ,170079973
  458    , 52      ,162      , 16128371
 8020    , 52      ,162      ,260842586
 7551    , 52      ,162      ,254160452
 7652    , 52      ,162      ,254791564
 8630    , 52      ,162      ,291281289
10779    , 52      ,162      ,347357901
 8119    , 52      ,162      ,260853608
 6463    , 52      ,162      ,218703668
 3445    , 52      ,162      ,117622649
 4683    , 52      ,162      ,162138485
 6056    , 52      ,162      ,218557296
 6159    , 52      ,162      ,218688249
 5770    , 52      ,162      ,215485468
 2457    , 52      ,162      , 62178997
 8751    , 52      ,162      ,291616495
 8482    , 52      ,162      ,281492497
  287    , 52      ,162      , 15673866
 6364    , 52      ,162      ,218698709
10040    , 53      ,163      ,320449701
 3631    , 53      ,163      ,119899635
 2987    , 53      ,163      , 94312175
10642    , 53      ,163      ,340785713
 4378    , 53      ,163      ,152980372
 9510    , 53      ,163      ,300313351
 7175    , 53      ,163      ,225873922
 9735    , 53      ,163      ,302036349
10430    , 53      ,163      ,339327444
 7213    , 53      ,163      ,226225544
 8998    , 53      ,163      ,294501779
 9514    , 53      ,163      ,300313488
  780    , 53      ,163      , 21673311
 9212    , 53      ,163      ,295707129
 8539    , 53      ,163      ,288554093
 4524    , 53      ,163      ,154687610
10007    , 53      ,163      ,308175226
 9908    , 53      ,163      ,305676092
  435    , 53      ,163      , 16080542
 1378    , 53      ,163      , 32475855
 2093    , 53      ,163      , 52082029
 4013    , 53      ,163      ,148251764
 5624    , 53      ,163      ,197120063
 3239    , 53      ,163      ,110667346
 1147    , 53      ,163      , 29832699
10582    , 53      ,163      ,340626608
 2360    , 53      ,163      , 52787417
  952    , 53      ,163      , 27375763
 1654    , 53      ,163      , 39933388
 2717    , 53      ,163      , 86355713
 5338    , 53      ,163      ,190889687
 6560    , 53      ,163      ,222084246
 5744    , 53      ,163      ,209966555
 4693    , 53      ,163      ,162145909
 9053    , 53      ,163      ,294676732
 3414    , 53      ,163      ,110680717
 5172    , 53      ,163      ,183982412
 2653    , 53      ,163      , 76800696
 2416    , 53      ,163      , 55379406
 3945    , 53      ,163      ,134102210
 4829    , 53      ,163      ,162451095
 4177    , 53      ,163      ,148661397
  165    , 53      ,163      , 15608740
10493    , 53      ,163      ,339631658
 1236    , 53      ,163      , 31792788
 3816    , 53      ,163      ,121637509
 6957    , 53      ,163      ,224989984
 8844    , 53      ,163      ,292654625
 4629    , 53      ,163      ,157693876
  693    , 53      ,163      , 20089791
 3143    , 53      ,163      ,110637676
 7070    , 53      ,163      ,225620385
 4949    , 53      ,163      ,170081654
  487    , 53      ,163      , 16129964
 6091    , 53      ,163      ,218558905
 6374    , 53      ,163      ,218699388
 5803    , 53      ,163      ,215487245
 6295    , 53      ,163      ,218695649
 8664    , 53      ,163      ,291283261
 7686    , 53      ,163      ,254793805
 7585    , 53      ,163      ,254162011
 6497    , 53      ,163      ,218705562
 7484    , 53      ,163      ,238901214
 6193    , 53      ,163      ,218690084
 8053    , 53      ,163      ,260844634
 3477    , 53      ,163      ,117624226
  883    , 53      ,163      , 26248398
 2854    , 53      ,163      , 91211309
 8793    , 53      ,163      ,291618025
 1477    , 53      ,163      , 33240590
  337    , 53      ,163      , 15897516
 5308    , 53      ,163      ,189219937
10217    , 53      ,163      ,337736156
 8153    , 53      ,163      ,260856006
 5989    , 53      ,163      ,218554586
 3236    , 53      ,163      ,110667268
 2492    , 53      ,163      , 62180655
 8253    , 53      ,163      ,260868744
 9664    , 53      ,163      ,301053047
 2201    , 53      ,163      , 52143936
 1868    , 53      ,163      , 49477218
 6727    , 53      ,163      ,222095141
 8445    , 53      ,163      ,281491715
  255    , 53      ,163      , 15673194
 1747    , 53      ,163      , 45656023
 4274    , 53      ,163      ,150025038
 3686    , 53      ,163      ,120436111
 7941    , 53      ,163      ,258539648
 7419    , 53      ,163      ,226314853
 5477    , 53      ,163      ,191638426
 6883    , 53      ,163      ,224370639
 2622    , 53      ,163      , 73748841
 5013    , 53      ,163      ,172035225
  634    , 53      ,163      , 16331760
   55    , 53      ,163      , 15606126
10887    , 53      ,163      ,352681988
 1577    , 53      ,163      , 34557033
 7821    , 53      ,163      ,258508435
 8373    , 53      ,163      ,270308339
 3559    , 54      ,164      ,119896451
 3003    , 54      ,164      , 94312425
10446    , 54      ,164      ,339327668
 5888    , 54      ,164      ,217076683
 1773    , 54      ,164      , 45657126
10259    , 54      ,164      ,337738073
10718    , 54      ,164      ,340789571
 1497    , 54      ,164      , 33241040
 9520    , 54      ,164      ,300313646
 7526    , 54      ,164      ,238902823
 6441    , 54      ,164      ,218702582
 8295    , 54      ,164      ,260870466
 6337    , 54      ,164      ,218697458
 8194    , 54      ,164      ,260857853
 6031    , 54      ,164      ,218556303
 8094    , 54      ,164      ,260846483
 6540    , 54      ,164      ,218707378
 7627    , 54      ,164      ,254163684
 3120    , 54      ,164      ,110636759
 4380    , 54      ,164      ,152980404
 3759    , 54      ,164      ,120437867
10864    , 54      ,164      ,347537567
 2099    , 54      ,164      , 52082213
10169    , 54      ,164      ,328957984
 4988    , 54      ,164      ,170083233
 1954    , 54      ,164      , 49481141
 2114    , 54      ,164      , 52140257
 9703    , 54      ,164      ,301056772
 6816    , 54      ,164      ,222098776
 9218    , 54      ,164      ,295707208
 9004    , 54      ,164      ,294501860
 8546    , 54      ,164      ,288554385
 9914    , 54      ,164      ,305676304
 4240    , 54      ,164      ,150024226
  441    , 54      ,164      , 16080734
10013    , 54      ,164      ,308175409
 4636    , 54      ,164      ,157694077
 2366    , 54      ,164      , 52787604
 8474    , 54      ,164      ,281492356
  281    , 54      ,164      , 15673746
 7428    , 54      ,164      ,226315033
 7931    , 54      ,164      ,258539394
 7811    , 54      ,164      ,258508179
 5468    , 54      ,164      ,191638161
 4530    , 54      ,164      ,154687796
  528    , 54      ,164      , 16131600
 7729    , 54      ,164      ,254795738
 6236    , 54      ,164      ,218692020
 3514    , 54      ,164      ,117626005
 1222    , 54      ,164      , 31792503
 3802    , 54      ,164      ,121637239
 6943    , 54      ,164      ,224989714
  152    , 54      ,164      , 15608450
 5194    , 54      ,164      ,183984058
 7223    , 54      ,164      ,226226122
 7130    , 54      ,164      ,225872677
 8345    , 54      ,164      ,270307927
 2590    , 54      ,164      , 73748403
10569    , 54      ,164      ,340626326
  111    , 54      ,164      , 15607015
 3050    , 54      ,164      ,109947169
 1574    , 54      ,164      , 34556938
 5331    , 54      ,164      ,189220434
 8706    , 54      ,164      ,291285156
 5641    , 54      ,164      ,209963703
 4033    , 54      ,164      ,148252986
 1315    , 54      ,164      , 32473392
 5258    , 54      ,164      ,189218851
 9341    , 54      ,164      ,298735865
10480    , 54      ,164      ,339631378
 4163    , 54      ,164      ,148661098
 9265    , 54      ,164      ,297621354
 3965    , 54      ,164      ,134102716
 1092    , 54      ,164      , 29829423
 2899    , 54      ,164      , 91213257
 5846    , 54      ,164      ,215489070
  923    , 54      ,164      , 26250476
 2534    , 54      ,164      , 62182347
 8722    , 54      ,164      ,291615580
 4699    , 54      ,164      ,162146520
 5713    , 54      ,164      ,209965526
 4025    , 54      ,164      ,148252015
  944    , 54      ,164      , 27375551
 6133    , 54      ,164      ,218560807
 2805    , 54      ,164      , 86359451
 5428    , 54      ,164      ,190893716
 6661    , 54      ,164      ,222087437
 9090    , 54      ,164      ,294678490
 3411    , 54      ,164      ,110680693
 5632    , 54      ,164      ,197120311
 4847    , 54      ,164      ,162452720
 1649    , 54      ,164      , 39933253
 9716    , 54      ,164      ,302035755
 3467    , 55      ,165      ,117623541
 2844    , 55      ,165      , 91210575
 6080    , 55      ,165      ,218558271
  873    , 55      ,165      , 26247614
 6182    , 55      ,165      ,218689273
 5792    , 55      ,165      ,215486578
 6391    , 55      ,165      ,218699993
 8782    , 55      ,165      ,291617601
 2480    , 55      ,165      , 62180272
 4719    , 55      ,165      ,162147124
 5739    , 55      ,165      ,209966356
 7128    , 55      ,165      ,225872560
 9105    , 55      ,165      ,294678920
 8652    , 55      ,165      ,291282370
 6486    , 55      ,165      ,218704808
 7675    , 55      ,165      ,254792871
  592    , 55      ,165      , 16330405
 4938    , 55      ,165      ,170080960
 7473    , 55      ,165      ,238900516
 8142    , 55      ,165      ,260854979
 8242    , 55      ,165      ,260867730
 5978    , 55      ,165      ,218553837
 8042    , 55      ,165      ,260843629
 7574    , 55      ,165      ,254161361
 6284    , 55      ,165      ,218694856
 5032    , 55      ,165      ,172036442
 1557    , 55      ,165      , 34556733
 1491    , 55      ,165      , 33240858
 3028    , 55      ,165      ,109946875
 9393    , 55      ,165      ,298737111
  341    , 55      ,165      , 15897532
 3332    , 55      ,165      ,110678090
  478    , 55      ,165      , 16129242
 4835    , 55      ,165      ,162451974
 1657    , 55      ,165      , 39933414
 5883    , 55      ,165      ,217076625
 4019    , 55      ,165      ,148251813
10895    , 55      ,165      ,352682009
  956    , 55      ,165      , 27375794
 9235    , 55      ,165      ,297620579
 5279    , 55      ,165      ,189219296
   91    , 55      ,165      , 15606705
 5481    , 55      ,165      ,191638446
 7825    , 55      ,165      ,258508449
 7945    , 55      ,165      ,258539662
 7402    , 55      ,165      ,226313357
10160    , 55      ,165      ,328957539
  259    , 55      ,165      , 15673327
 8450    , 55      ,165      ,281491890
 8513    , 55      ,165      ,288553130
 4582    , 55      ,165      ,157692235
 2305    , 55      ,165      , 52785534
 2046    , 55      ,165      , 52080157
 6884    , 55      ,165      ,224370653
 9861    , 55      ,165      ,305674286
  400    , 55      ,165      , 16078619
 2725    , 55      ,165      , 86355971
 5346    , 55      ,165      ,190889982
 7299    , 55      ,165      ,226227384
 5598    , 55      ,165      ,197119262
 9813    , 55      ,165      ,302039502
 9176    , 55      ,165      ,295706342
 6570    , 55      ,165      ,222084596
 1930    , 55      ,165      , 49479396
 6773    , 55      ,165      ,222097329
 9675    , 55      ,165      ,301055374
 2153    , 55      ,165      , 52141605
 4470    , 55      ,165      ,154685971
 8962    , 55      ,165      ,294500993
 9961    , 55      ,165      ,308173517
 2645    , 56      ,166      , 73749150
  717    , 56      ,166      , 20091807
 6847    , 56      ,166      ,224368873
10099    , 56      ,166      ,320451318
 7188    , 56      ,166      ,225874162
 2398    , 56      ,166      , 55378297
 2690    , 56      ,166      , 76802307
 7277    , 56      ,166      ,226227133
 2984    , 56      ,166      , 94312111
 3301    , 56      ,166      ,110669054
 5791    , 56      ,166      ,215486558
 8141    , 56      ,166      ,260854961
 2843    , 56      ,166      , 91210555
 6079    , 56      ,166      ,218558248
  872    , 56      ,166      , 26247592
 6181    , 56      ,166      ,218689253
 8241    , 56      ,166      ,260867712
 8041    , 56      ,166      ,260843611
 5977    , 56      ,166      ,218553815
 7573    , 56      ,166      ,254161342
 6283    , 56      ,166      ,218694834
 3630    , 56      ,166      ,119899612
 3466    , 56      ,166      ,117623524
 9507    , 56      ,166      ,300313184
 5638    , 56      ,166      ,209963451
10645    , 56      ,166      ,340785892
 2780    , 56      ,166      , 86357791
 5401    , 56      ,166      ,190891852
 6628    , 56      ,166      ,222086023
 4070    , 56      ,166      ,148255839
 1007    , 56      ,166      , 27379920
 1694    , 56      ,166      , 39935955
  975    , 56      ,166      , 27377160
 7472    , 56      ,166      ,238900496
 9074    , 56      ,166      ,294677880
 5580    , 56      ,166      ,197118339
 4370    , 56      ,166      ,152980254
 4742    , 56      ,166      ,162147720
 1143    , 56      ,166      , 29832598
 4193    , 56      ,166      ,148662009
10505    , 56      ,166      ,339632220
10594    , 56      ,166      ,340627197
 1253    , 56      ,166      , 31793371
 3832    , 56      ,166      ,121638073
 6973    , 56      ,166      ,224990567
  179    , 56      ,166      , 15609329
 5185    , 56      ,166      ,183983227
 4819    , 56      ,166      ,162449370
 3892    , 56      ,166      ,134098264
 4937    , 56      ,166      ,170080940
  477    , 56      ,166      , 16129224
 3396    , 56      ,166      ,110680392
 7674    , 56      ,166      ,254792852
  352    , 56      ,166      , 15897778
 1293    , 56      ,166      , 32470900
10905    , 56      ,166      ,352682590
 8455    , 56      ,166      ,281492020
 1180    , 56      ,166      , 30024045
   18    , 56      ,166      , 14602141
 1810    , 56      ,166      , 45658383
 1455    , 56      ,166      , 33240194
 4261    , 56      ,166      ,150024609
10827    , 56      ,166      ,347536738
   34    , 56      ,166      , 15605759
 3713    , 56      ,166      ,120437007
 5018    , 56      ,166      ,172035745
 9431    , 56      ,166      ,300310187
 9326    , 56      ,166      ,298735696
 3008    , 56      ,166      ,109946655
 9720    , 56      ,166      ,302035790
 2556    , 56      ,166      , 73748078
 5288    , 56      ,166      ,189219572
 3299    , 56      ,166      ,110669008
 1534    , 56      ,166      , 33241308
 6390    , 56      ,166      ,218699970
  587    , 56      ,166      , 16330254
  810    , 56      ,166      , 21674427
 3199    , 56      ,166      ,110639664
 2209    , 56      ,166      , 52144097
 8651    , 56      ,166      ,291282350
10285    , 56      ,166      ,337738367
 6485    , 56      ,166      ,218704786
 2481    , 56      ,166      , 62180290
 8783    , 56      ,166      ,291617620
 9776    , 56      ,166      ,302037365
 7896    , 56      ,166      ,258538280
 7777    , 56      ,166      ,258507097
 7383    , 56      ,166      ,226312061
 9877    , 56      ,166      ,305674901
 2003    , 56      ,166      , 50812260
 5440    , 56      ,166      ,191636900
 4488    , 56      ,166      ,154686515
 9976    , 56      ,166      ,308174059
 2063    , 56      ,166      , 52080775
 2325    , 56      ,166      , 52786146
 4597    , 56      ,166      ,157692766
 9183    , 56      ,166      ,295706414
 8969    , 56      ,166      ,294501066
 8605    , 56      ,166      ,288556098
 9658    , 56      ,166      ,301052881
 1861    , 56      ,166      , 49477154
 6719    , 56      ,166      ,222094963
  982    , 57      ,167      , 27377858
 4766    , 57      ,167      ,162148419
  986    , 57      ,167      , 27379024
 9441    , 57      ,167      ,300310595
 9419    , 57      ,167      ,300309919
 1224    , 57      ,167      , 31792546
 4165    , 57      ,167      ,148661139
 6945    , 57      ,167      ,224989755
  208    , 57      ,167      , 15610638
 3804    , 57      ,167      ,121637281
 5192    , 57      ,167      ,183984004
 7006    , 57      ,167      ,224991917
 1076    , 57      ,167      , 29828912
 4228    , 57      ,167      ,148663366
 1285    , 57      ,167      , 31794678
 5207    , 57      ,167      ,183984958
 9505    , 57      ,167      ,300313110
 9443    , 57      ,167      ,300310680
 9418    , 57      ,167      ,300309846
 2983    , 57      ,167      , 94311988
 1291    , 57      ,167      , 32470842
 3963    , 57      ,167      ,134102691
 1175    , 57      ,167      , 29833801
 2445    , 57      ,167      , 57117021
  154    , 57      ,167      , 15608490
 3864    , 57      ,167      ,121639421
 2966    , 57      ,167      , 94311462
  594    , 57      ,167      , 16330475
 6921    , 57      ,167      ,224989080
 3058    , 57      ,167      ,109947342
 1331    , 57      ,167      , 32474143
  974    , 57      ,167      , 27377004
 1370    , 57      ,167      , 32475595
  132    , 57      ,167      , 15607827
 6988    , 57      ,167      ,224991137
 3780    , 57      ,167      ,121636608
 1200    , 57      ,167      , 31791871
 4141    , 57      ,167      ,148660462
 8773    , 57      ,167      ,291617224
 9529    , 57      ,167      ,300313779
 1359    , 57      ,167      , 32475156
 9490    , 57      ,167      ,300312792
 9357    , 57      ,167      ,298736251
 9523    , 57      ,167      ,300313682
  992    , 57      ,167      , 27379275
 1142    , 57      ,167      , 29832415
 2422    , 57      ,167      , 55379587
 4773    , 57      ,167      ,162148774
 9475    , 57      ,167      ,300312114
 9504    , 57      ,167      ,300313109
 9450    , 57      ,167      ,300311122
 9506    , 57      ,167      ,300313172
 4768    , 57      ,167      ,162148545
 5425    , 57      ,167      ,190893546
 2802    , 57      ,167      , 86359289
 1578    , 57      ,167      , 34557047
 5153    , 57      ,167      ,183981979
 3846    , 57      ,167      ,121638645
 5971    , 57      ,167      ,218553670
 4208    , 57      ,167      ,148662608
  472    , 57      ,167      , 16129056
 4931    , 57      ,167      ,170080744
 7466    , 57      ,167      ,238900347
 6175    , 57      ,167      ,218689045
 6073    , 57      ,167      ,218557974
 2837    , 57      ,167      , 91210245
 3460    , 57      ,167      ,117623278
 5785    , 57      ,167      ,215486304
 3650    , 57      ,167      ,119900203
 3602    , 57      ,167      ,119897916
 4418    , 57      ,167      ,152981443
10688    , 57      ,167      ,340788065
 6392    , 57      ,167      ,218700404
 2960    , 57      ,167      , 94311364
 4769    , 57      ,167      ,162148715
 5687    , 57      ,167      ,209964872
 6590    , 57      ,167      ,222085442
  989    , 57      ,167      , 27379194
 4054    , 57      ,167      ,148255215
 3435    , 57      ,167      ,116696446
 9500    , 57      ,167      ,300313009
 8738    , 57      ,167      ,291616116
  868    , 57      ,167      , 26247066
 6533    , 57      ,167      ,218707086
 7722    , 57      ,167      ,254795410
 3428    , 57      ,167      ,110681278
 9454    , 57      ,167      ,300311249
 1267    , 57      ,167      , 31793941
 6479    , 57      ,167      ,218704502
 8035    , 57      ,167      ,260843333
 5151    , 57      ,167      ,183981966
 1074    , 57      ,167      , 29827921
 7269    , 57      ,167      ,226227043
  827    , 57      ,167      , 21674925
 3912    , 57      ,167      ,134099280
 7203    , 57      ,167      ,225874843
 3913    , 57      ,167      ,134099291
 3921    , 57      ,167      ,134100225
 4001    , 57      ,167      ,134103725
 3920    , 57      ,167      ,134100219
 5110    , 57      ,167      ,183980531
  122    , 57      ,167      , 15607383
 7668    , 57      ,167      ,254792475
 6909    , 57      ,167      ,224988628
 1188    , 57      ,167      , 31791420
 4129    , 57      ,167      ,148660007
 3939    , 57      ,167      ,134101894
 1172    , 57      ,167      , 29833551
 3918    , 57      ,167      ,134099910
 8768    , 57      ,167      ,291617036
 2472    , 57      ,167      , 62179713
 7567    , 57      ,167      ,254161199
 8135    , 57      ,167      ,260854576
 8235    , 57      ,167      ,260867456
 8645    , 57      ,167      ,291282113
 6277    , 57      ,167      ,218694626
 3768    , 57      ,167      ,121636155
 3434    , 57      ,167      ,116695770
 9065    , 57      ,167      ,294677213
 4121    , 57      ,167      ,148258921
 5056    , 57      ,167      ,172037572
  368    , 57      ,167      , 15899712
 7904    , 57      ,167      ,258538590
 5248    , 57      ,167      ,189218727
 2165    , 57      ,167      , 52141703
 6762    , 57      ,167      ,222097232
 8950    , 57      ,167      ,294500871
 9164    , 57      ,167      ,295706217
 4591    , 57      ,167      ,157692372
 4481    , 57      ,167      ,154686105
 2317    , 57      ,167      , 52785670
 4896    , 57      ,167      ,163119445
 1849    , 57      ,167      , 49476733
 7758    , 57      ,167      ,255767385
 9162    , 57      ,167      ,295705569
10892    , 57      ,167      ,352682002
 8477    , 57      ,167      ,281492379
 1785    , 57      ,167      , 45657490
 5233    , 57      ,167      ,189218447
  362    , 57      ,167      , 15899056
 7058    , 57      ,167      ,225620109
 9586    , 57      ,167      ,300870767
   97    , 57      ,167      , 15606796
10312    , 57      ,167      ,338174981
 9269    , 57      ,167      ,297621413
 2633    , 57      ,167      , 73748961
 8948    , 57      ,167      ,294500217
 8384    , 57      ,167      ,270308447
 2234    , 57      ,167      , 52145048
 1877    , 57      ,167      , 49478183
  360    , 57      ,167      , 15898980
  935    , 57      ,167      , 26251110
 1454    , 57      ,167      , 33240160
 3148    , 57      ,167      ,110637829
 1450    , 57      ,167      , 33239986
  614    , 57      ,167      , 16331304
 3138    , 57      ,167      ,110637467
 8790    , 57      ,167      ,291617828
 1460    , 57      ,167      , 33240239
 8530    , 57      ,167      ,288553716
 6802    , 57      ,167      ,222098090
 3318    , 57      ,167      ,110677512
 6693    , 57      ,167      ,222093939
 4679    , 57      ,167      ,161763551
 4621    , 57      ,167      ,157693332
 2351    , 57      ,167      , 52786809
 4900    , 57      ,167      ,163119596
 4515    , 57      ,167      ,154687063
  426    , 57      ,167      , 16079994
 3118    , 57      ,167      ,110636750
 5455    , 57      ,167      ,191637810
 7795    , 57      ,167      ,258507880
 7915    , 57      ,167      ,258539125
  367    , 57      ,167      , 15899239
10878    , 57      ,167      ,352681335
 2174    , 57      ,167      , 52142209
 1970    , 57      ,167      , 49481355
 2205    , 57      ,167      , 52144020
 1884    , 57      ,167      , 49478372
 6736    , 57      ,167      ,222095609
 6769    , 57      ,167      ,222097296
 2157    , 57      ,167      , 52141636
 1888    , 57      ,167      , 49478415
 8510    , 57      ,167      ,288553097
 8958    , 57      ,167      ,294500967
 9172    , 57      ,167      ,295706313
 4473    , 57      ,167      ,154686007
  404    , 57      ,167      , 16078654
 9864    , 57      ,167      ,305674322
 7021    , 57      ,167      ,225619241
 9562    , 57      ,167      ,300870267
10293    , 57      ,167      ,337738781
 2050    , 57      ,167      , 52080194
 7116    , 57      ,167      ,225621540
 8780    , 57      ,167      ,291617374
 5328    , 57      ,167      ,189220409
 8831    , 57      ,167      ,291619365
 8781    , 57      ,167      ,291617485
 3554    , 57      ,167      ,118431905
 3203    , 57      ,167      ,110639702
 1379    , 57      ,167      , 32475965
 1865    , 57      ,167      , 49477185
 5517    , 57      ,167      ,191638997
 7862    , 57      ,167      ,258509053
 7982    , 57      ,167      ,258540244
 8837    , 57      ,167      ,291619530
 9556    , 57      ,167      ,300870165
 2309    , 57      ,167      , 52785571
 7398    , 57      ,167      ,226313212
  237    , 57      ,167      , 15672776
 5052    , 57      ,167      ,172037326
  585    , 57      ,167      , 16330206
 2193    , 57      ,167      , 52143458
 7381    , 57      ,167      ,226311795
 2319    , 57      ,167      , 52785920
 2057    , 57      ,167      , 52080541
 4483    , 57      ,167      ,154686303
  411    , 57      ,167      , 16078911
10250    , 57      ,167      ,337737837
 3684    , 57      ,167      ,120436021
 5519    , 57      ,167      ,191639055
 7864    , 57      ,167      ,258509111
 7984    , 57      ,167      ,258540303
 3139    , 57      ,167      ,110637495
 1957    , 57      ,167      , 49481183
10823    , 57      ,167      ,347536607
 3689    , 57      ,167      ,120436118
 5863    , 57      ,167      ,217076263
 8424    , 57      ,167      ,281491270
  236    , 57      ,167      , 15672756
 9142    , 57      ,167      ,295702780
 1442    , 57      ,167      , 33239904
 9731    , 57      ,167      ,302036168
 1904    , 57      ,167      , 49478973
 2171    , 57      ,167      , 52141978
 6756    , 57      ,167      ,222097009
 8929    , 57      ,167      ,294497406
 8570    , 58      ,168      ,288554745
 5084    , 58      ,168      ,172038946
10183    , 58      ,168      ,328958708
 7995    , 58      ,168      ,258540660
 7875    , 58      ,168      ,258509462
 5529    , 58      ,168      ,191639409
 8495    , 58      ,168      ,281492738
  300    , 58      ,168      , 15674060
   27    , 58      ,168      , 15605676
 7335    , 58      ,168      ,226309828
  568    , 58      ,168      , 16329923
 5657    , 58      ,168      ,209964060
 4087    , 58      ,168      ,148256372
 1026    , 58      ,168      , 27380491
 1711    , 58      ,168      , 39936293
 2769    , 58      ,168      , 86357325
 5389    , 58      ,168      ,190891375
 6614    , 58      ,168      ,222085695
 4790    , 58      ,168      ,162149154
 9031    , 58      ,168      ,294675879
 2277    , 58      ,168      , 52783991
 3357    , 58      ,168      ,110678749
 5247    , 58      ,168      ,189218714
 2019    , 58      ,168      , 52078629
 1919    , 58      ,168      , 49479163
  385    , 58      ,168      , 16077204
10434    , 58      ,168      ,339327496
 4285    , 58      ,168      ,150025387
10849    , 58      ,168      ,347537361
 3724    , 58      ,168      ,120437154
 3187    , 58      ,168      ,110639515
  667    , 58      ,168      , 19704945
 9572    , 58      ,168      ,300870627
 7092    , 58      ,168      ,225621047
 1821    , 58      ,168      , 45658683
 5919    , 58      ,168      ,217077303
 4554    , 58      ,168      ,157690920
10272    , 58      ,168      ,337738320
 2185    , 58      ,168      , 52142771
 6744    , 58      ,168      ,222096243
 6687    , 58      ,168      ,222093900
 1847    , 58      ,168      , 49476721
 2240    , 58      ,168      , 52145090
 9126    , 58      ,168      ,295702370
 8913    , 58      ,168      ,294497005
 4442    , 58      ,168      ,154684654
 9937    , 58      ,168      ,308172027
 9836    , 58      ,168      ,305672835
 1511    , 58      ,168      , 33241143
 2991    , 58      ,168      , 94312228
 3634    , 58      ,168      ,119899686
 3978    , 58      ,168      ,134103241
10637    , 58      ,168      ,340785616
 1208    , 58      ,168      , 31791918
 3788    , 58      ,168      ,121636654
 6929    , 58      ,168      ,224989126
  139    , 58      ,168      , 15607872
 5130    , 58      ,168      ,183981090
 1129    , 58      ,168      , 29831489
 7238    , 58      ,168      ,226226299
 6886    , 58      ,168      ,224370671
 4875    , 58      ,168      ,162456226
 9756    , 58      ,168      ,302036685
10467    , 58      ,168      ,339630801
  834    , 58      ,168      , 21674978
 1355    , 58      ,168      , 32475077
 9283    , 58      ,168      ,297621702
10348    , 58      ,168      ,338176277
 9323    , 58      ,168      ,298735675
 3022    , 58      ,168      ,109946777
 1605    , 58      ,168      , 34558010
 8332    , 58      ,168      ,270307861
 2577    , 58      ,168      , 73748336
 4377    , 58      ,168      ,152980370
10090    , 58      ,168      ,320451280
 4149    , 58      ,168      ,148660507
10556    , 58      ,168      ,340625753
 5567    , 58      ,168      ,197117343
 8821    , 58      ,168      ,291619155
 7143    , 58      ,168      ,225873058
 7611    , 58      ,168      ,254163228
 7510    , 58      ,168      ,238902391
 4974    , 58      ,168      ,170082820
  513    , 58      ,168      , 16131179
 6425    , 58      ,168      ,218702062
 8279    , 58      ,168      ,260870043
 8179    , 58      ,168      ,260857421
 8079    , 58      ,168      ,260846098
 6015    , 58      ,168      ,218555857
 6321    , 58      ,168      ,218696992
 7712    , 58      ,168      ,254795237
 9408    , 58      ,168      ,300309476
 2517    , 58      ,168      , 62181924
 6523    , 58      ,168      ,218706907
 5830    , 58      ,168      ,215488600
  907    , 58      ,168      , 26249885
 6220    , 58      ,168      ,218691586
 3502    , 58      ,168      ,117625581
 2879    , 58      ,168      , 91212728
 6117    , 58      ,168      ,218560361
 8690    , 58      ,168      ,291284658
 9738    , 59      ,169      ,302036365
 3623    , 59      ,169      ,119899446
 2932    , 59      ,169      , 94309858
10384    , 59      ,169      ,339325125
 3372    , 59      ,169      ,110679241
10662    , 59      ,169      ,340786453
 9449    , 59      ,169      ,300311066
  786    , 59      ,169      , 21673451
 9503    , 59      ,169      ,300313100
 4369    , 59      ,169      ,152980253
 3278    , 59      ,169      ,110668606
10048    , 59      ,169      ,320449920
 2605    , 59      ,169      , 73748635
 1382    , 59      ,169      , 32476120
 8357    , 59      ,169      ,270308137
 1618    , 59      ,169      , 34558173
 9541    , 59      ,169      ,300869825
 7050    , 59      ,169      ,225619975
10200    , 59      ,169      ,337735300
 9198    , 59      ,169      ,295706783
 8984    , 59      ,169      ,294501435
 8524    , 59      ,169      ,288553627
  738    , 59      ,169      , 20092586
 9056    , 59      ,169      ,294676763
 1087    , 59      ,169      , 29829273
 5411    , 59      ,169      ,190892470
 9893    , 59      ,169      ,305675417
 4216    , 59      ,169      ,148662852
10524    , 59      ,169      ,339633008
10613    , 59      ,169      ,340627991
 1274    , 59      ,169      , 31794178
 3853    , 59      ,169      ,121638883
 6995    , 59      ,169      ,224991375
10778    , 59      ,169      ,345462017
 5143    , 59      ,169      ,183981725
 4837    , 59      ,169      ,162452005
 6640    , 59      ,169      ,222086345
10746    , 59      ,169      ,344211356
 8861    , 59      ,169      ,292655658
 2678    , 59      ,169      , 76801743
 3959    , 59      ,169      ,134102594
 7208    , 59      ,169      ,225875000
 4106    , 59      ,169      ,148257330
 1050    , 59      ,169      , 27381608
 1679    , 59      ,169      , 39935104
 4689    , 59      ,169      ,162145866
 5702    , 59      ,169      ,209965265
 2790    , 59      ,169      , 86358349
 2381    , 59      ,169      , 55377238
  421    , 59      ,169      , 16079881
