win_length,x,dXY,dXY_inv,vX,vX_inv,vY,vY_inv,q1,nx,ny
9,766,0.0442742,0,-2.74265e-16,0,0.00753587,0,0.0442742,23,58,0
9,767,0.0442742,0,-4.09422e-16,0,0.00753587,0,0.0442742,23,58,0
9,768,0.0442742,0,-4.37507e-16,0,0.00753587,0,0.0442742,23,58,0
9,769,0.0442742,0,-3.23413e-16,0,0.00753587,0,0.0442742,23,58,0
9,770,0.0442742,0,-5.12107e-16,0,0.00753587,0,0.0442742,23,58,0
9,771,0.0130864,0,-2.67647e-16,0,0.00705467,0,0.0130864,31,50,0
9,772,0.0219566,0,0.00824648,0,0.0493827,0,0.0137101,79,2,0
9,773,0.0219566,0,0.00824648,0,0.0493827,0,0.0137101,79,2,0
9,774,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,775,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,776,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,777,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,778,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,779,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,780,0.0123457,0,2.23486e-18,0,6.99441e-17,0,0.0123457,56,25,0
9,781,0.0123457,0,1.76626e-18,0,6.99441e-17,0,0.0123457,56,25,0
9,782,0.0123457,0,2.09068e-18,0,6.40229e-17,0,0.0123457,56,25,0
9,783,0.0163139,0,2.25745e-17,0,0.002405,0,0.0163139,25,56,0
9,784,0.0246914,0,0.00556112,0,-1.29156e-15,0,0.0191302,75,6,0
9,785,0.0638683,0,-3.04941e-15,0,0.0112646,0,0.0638683,6,75,0
9,786,0.0680751,0,0.00960827,0,0.0353909,0,0.0584669,71,10,0
9,787,0.0661728,0,-5.56592e-15,0,0.0158648,0,0.0661728,6,75,0
9,788,0.0680751,0,0.00960827,0,0.0353909,0,0.0584669,71,10,0
9,789,0.105499,0,0.00854831,0,7.77156e-16,0,0.0969511,77,4,0
9,790,0.105499,0,0.00854831,0,-8.99281e-15,0,0.0969511,77,4,0
9,791,0.105499,0,0.00854831,0,1.85037e-16,0,0.0969511,77,4,0
9,792,0.135482,0,0.0129279,0,-7.54952e-15,0,0.122554,77,4,0
9,793,0.135482,0,-8.43769e-15,0,0.0129279,0,0.135482,4,77,0
9,794,0.0742344,0,0.00601673,0,3.42319e-16,0,0.0682177,77,4,0
9,795,0.0493827,0,-8.35652e-17,0,0.00564374,0,0.0493827,31,50,0
9,796,0.0493827,0,-1.23676e-16,0,0.00564374,0,0.0493827,31,50,0
9,797,0.0493827,0,-1.10306e-16,0,0.00564374,0,0.0493827,31,50,0
9,798,0.045679,0,-1.52208e-16,0,0.00404132,0,0.045679,31,50,0
9,799,0.104938,0,-1.94826e-16,0,0.00467624,0,0.104938,31,50,0
9,800,0.104938,0,-1.89096e-16,0,0.00467624,0,0.104938,31,50,0
9,801,0.104938,0,-1.52805e-16,0,0.00467624,0,0.104938,31,50,0
9,802,0.184198,0,2.23e-16,0,0.00726631,0,0.184198,31,50,0
9,803,0.184198,0,3.16115e-16,0,0.00726631,0,0.184198,31,50,0
9,804,0.109136,0,-5.01391e-17,0,0.00254976,0,0.109136,31,50,0
9,805,0.109136,0,-2.23955e-16,0,0.00254976,0,0.109136,31,50,0
9,806,0.109136,0,-2.34938e-16,0,0.00254976,0,0.109136,31,50,0
9,807,0.107407,0,-1.14604e-16,0,0.00197531,0,0.107407,31,50,0
9,808,0.0471605,0,5.5153e-17,0,0.00142101,0,0.0471605,31,50,0
9,809,0.0471605,0,-6.92397e-18,0,0.00142101,0,0.0471605,31,50,0
9,810,0.0123457,0,-6.01618e-17,0,5.95679e-18,0,0.0123457,34,47,0
9,811,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,812,0.0123457,0,-3.24311e-19,0,0.0493827,0,0.0123457,79,2,0
9,813,0.0123457,0,-3.24311e-19,0,0.0493827,0,0.0123457,79,2,0
9,814,0.0123457,0,-3.9638e-19,0,0.0493827,0,0.0123457,79,2,0
9,815,0.0123457,0,0,0,0.0493827,0,0.0123457,79,2,0
9,816,0.0123457,0,-3.24311e-19,0,0.0493827,0,0.0123457,79,2,0
9,817,0.0123457,0,-4.68449e-19,0,0.0493827,0,0.0123457,79,2,0
9,818,0.0123457,0,-3.60345e-19,0,0.0493827,0,0.0123457,79,2,0
9,819,0.0123457,0,-4.32414e-19,0,0.0493827,0,0.0123457,79,2,0
9,820,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,821,0,0,0,0,0,0,0,41,40,0
9,822,0,0,0,0,0,0,0,46,35,0
9,823,0.0123457,0,5.33761e-19,0,9.62193e-17,0,0.0123457,65,16,0
9,824,0.0123457,0,2.2418e-18,0,6.66134e-17,0,0.0123457,65,16,0
9,825,0.0488215,0,0.000374111,0,2.92887e-16,0,0.0484474,66,15,0
9,826,0.0488215,0,0.000374111,0,2.59052e-16,0,0.0484474,66,15,0
9,827,0.0488215,0,0.000374111,0,3.26723e-16,0,0.0484474,66,15,0
9,828,0.0488215,0,0.000374111,0,1.23711e-16,0,0.0484474,66,15,0
9,829,0.0488215,0,0.000374111,0,4.959e-16,0,0.0484474,66,15,0
9,830,0.0488215,0,0.000374111,0,1.22653e-16,0,0.0484474,66,15,0
9,831,0.0506921,0,0.00113385,0,-1.8398e-16,0,0.0495583,66,15,0
9,832,0.013468,0,0.000736712,0,2.96059e-17,0,0.0127313,66,15,0
9,833,0.0611033,0,0.00384675,0,9.38138e-15,0,0.0572565,79,2,0
9,834,0.111111,0,-4.61242e-18,0,-1.22125e-15,0,0.111111,79,2,0
9,835,0.111111,0,0,0,-1.22125e-15,0,0.111111,79,2,0
9,836,0.111111,0,-4.61242e-18,0,-1.22125e-15,0,0.111111,79,2,0
9,837,0.111111,0,0,0,-1.63203e-14,0,0.111111,79,2,0
9,838,0.111111,0,0,0,-1.22125e-15,0,0.111111,79,2,0
9,839,0.111111,0,-4.61242e-18,0,-1.22125e-15,0,0.111111,79,2,0
9,840,0.0509455,0,0.000617084,0,-8.54872e-15,0,0.0503284,79,2,0
9,841,0.0532896,0,0.00157877,0,-4.21885e-15,0,0.0517108,79,2,0
9,842,0.014245,0,0.00128267,0,-1.77636e-15,0,0.0129623,78,3,0
9,843,0.0132953,0,0.00062489,0,-5.18104e-16,0,0.0126705,78,3,0
9,844,0.0132953,0,0.00062489,0,-3.70074e-16,0,0.0126705,78,3,0
9,845,0.0132953,0,0.00062489,0,-6.66134e-16,0,0.0126705,78,3,0
9,846,0.0132953,0,0.00062489,0,-5.18104e-16,0,0.0126705,78,3,0
9,847,0.0132953,0,0.00062489,0,-3.70074e-16,0,0.0126705,78,3,0
9,848,0.0132953,0,0.00062489,0,-2.22045e-16,0,0.0126705,78,3,0
9,849,0.034188,0,0.0077289,0,-6.39488e-14,0,0.0264591,78,3,0
9,850,0.0454426,0,-1.07163e-16,0,0.00934206,0,0.0454426,34,47,0
9,851,0.0454426,0,2.96851e-17,0,0.00934206,0,0.0454426,34,47,0
9,852,0.0480693,0,-1.63862e-16,0,0.0121972,0,0.0480693,34,47,0
9,853,0.0480693,0,-5.33342e-17,0,0.0121972,0,0.0480693,34,47,0
9,854,0.0480693,0,-8.19309e-17,0,0.0121972,0,0.0480693,34,47,0
9,855,0.0498385,0,0.000726216,0,0.0121972,0,0.0491123,34,47,0
9,856,0.0498385,0,0.000726216,0,0.0121972,0,0.0491123,34,47,0
9,857,0.0498385,0,0.000726216,0,0.0121972,0,0.0491123,34,47,0
9,858,0.0342105,0,0.00805285,0,0.0197531,0,0.0261577,76,5,0
9,859,0.0138077,0,0.000983323,0,-6.43929e-16,0,0.0128243,76,5,0
9,860,0.0138077,0,0.000983323,0,-9.99201e-16,0,0.0128243,76,5,0
9,861,0.012833,0,0.000324886,0,7.77156e-17,0,0.0125081,76,5,0
9,862,0.012833,0,0.000324886,0,1.22125e-16,0,0.0125081,76,5,0
9,863,0.012833,0,0.000324886,0,3.33067e-17,0,0.0125081,76,5,0
9,864,0.0123457,0,0,0,-1.72085e-16,0,0.0123457,76,5,0
9,865,0.0123457,0,-2.72686e-19,0,-1.05471e-16,0,0.0123457,76,5,0
9,866,0.0123457,0,0,0,-1.05471e-16,0,0.0123457,76,5,0
9,867,0,0,0,0,0,0,0,38,43,0
9,868,0,0,0,0,0,0,0,36,45,0
9,869,0,0,0,0,0,0,0,42,39,0
9,870,0,0,0,0,0,0,0,43,38,0
9,871,0,0,0,0,0,0,0,49,32,0
9,872,0.0123457,0,1.45915e-17,0,1.12216e-17,0,0.0123457,50,31,0
9,873,0.0493827,0,1.46821e-17,0,2.51173e-16,0,0.0493827,50,31,0
9,874,0.0617284,0,-5.89254e-16,0,0.00403124,0,0.0617284,31,50,0
9,875,0.119799,0,-2.43237e-16,0,0.0120782,0,0.119799,27,54,0
9,876,0.207133,0,-1.02482e-16,0,0.0120782,0,0.207133,27,54,0
9,877,0.207133,0,2.90999e-17,0,0.0120782,0,0.207133,27,54,0
9,878,0.316229,0,0.00175864,0,0.0262356,0,0.31447,27,54,0
9,879,0.316229,0,0.00175864,0,0.0262356,0,0.31447,27,54,0
9,880,0.316229,0,0.00175864,0,0.0262356,0,0.31447,27,54,0
9,881,0.209352,0,0.00175864,0,0.0180915,0,0.207593,27,54,0
9,882,0.159867,0,0.00175864,0,0.0340002,0,0.158109,27,54,0
9,883,0.143864,0,0.00175864,0,0.0227847,0,0.142105,27,54,0
9,884,0.0728597,0,-3.05019e-16,0,0.027572,0,0.0728597,20,61,0
9,885,0.0463469,0,-5.17715e-16,0,0.00829117,0,0.0463469,20,61,0
9,886,0.0463469,0,-5.46931e-16,0,0.00829117,0,0.0463469,20,61,0
9,887,0.0123457,0,2.0764e-18,0,7.30536e-17,0,0.0123457,59,22,0
9,888,0.0140292,0,-9.21401e-18,0,0.00112233,0,0.0140292,59,22,0
9,889,0.0140292,0,-1.33019e-17,0,0.00112233,0,0.0140292,59,22,0
9,890,0.0140292,0,2.14128e-18,0,0.00112233,0,0.0140292,59,22,0
9,891,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,892,0.0246914,0,0,0,0.0493827,0,0.0246914,79,2,0
9,893,0.0555556,0,0,0,0.111111,0,0.0555556,79,2,0
9,894,0.0555556,0,0,0,0.111111,0,0.0555556,79,2,0
9,895,0.0555556,0,0,0,0.111111,0,0.0555556,79,2,0
9,896,0.0555556,0,0,0,0.111111,0,0.0555556,79,2,0
9,897,0.0333646,0,0.002276,0,0.111111,0,0.0310886,79,2,0
9,898,0.0467049,0,0.0022257,0,0.0395062,0,0.0444792,71,10,0
9,899,0.107853,0,0.00370467,0,-2.57202e-15,0,0.104149,72,9,0
9,900,0.192558,0,0.00370467,0,1.79178e-15,0,0.188854,72,9,0
9,901,0.190672,0,0.00260824,0,2.29446e-15,0,0.188064,72,9,0
9,902,0.189129,0,0.00219769,0,2.28521e-15,0,0.186931,72,9,0
9,903,0.198388,0,0.00451612,0,1.3076e-15,0,0.193872,72,9,0
9,904,0.198388,0,0.00451612,0,-2.94517e-15,0,0.193872,72,9,0
9,905,0.198388,0,0.00451612,0,1.04854e-15,0,0.193872,72,9,0
9,906,0.170267,0,0.0143695,0,2.09709e-16,0,0.155898,72,9,0
9,907,0.0973937,0,0.0101238,0,-1.27676e-15,0,0.0872698,72,9,0
9,908,0.0411523,0,-1.39857e-15,0,0.0101238,0,0.0411523,9,72,0
9,909,0.037037,0,1.22865e-15,0,0.00556112,0,0.037037,6,75,0
9,910,0.037037,0,0.00556112,0,4.44089e-17,0,0.0314759,75,6,0
9,911,0.037037,0,-4.84057e-15,0,0.00556112,0,0.037037,6,75,0
9,912,0.0360494,0,0.00665554,0,7.91959e-16,0,0.0293938,75,6,0
9,913,0.0360494,0,0.00665554,0,8.77076e-16,0,0.0293938,75,6,0
9,914,0.0360494,0,0.00665554,0,3.62673e-16,0,0.0293938,75,6,0
9,915,0.0123457,0,1.98556e-18,0,-4.7581e-17,0,0.0123457,73,8,0
9,916,0.0123457,0,2.577e-18,0,-4.7581e-17,0,0.0123457,73,8,0
9,917,0.0294055,0,0.0056373,0,0.00661376,0,0.0237683,73,8,0
9,918,0.0300397,0,0.00621042,0,0.00661376,0,0.0238293,73,8,0
9,919,0.0300397,0,0.00621042,0,0.00661376,0,0.0238293,73,8,0
9,920,0.0300397,0,0.00621042,0,0.00661376,0,0.0238293,73,8,0
9,921,0.0521957,0,0.00735692,0,0.0493827,0,0.0448387,79,2,0
9,922,0.0703235,0,0.011404,0,0.0493827,0,0.0589195,79,2,0
9,923,0.0703235,0,0.011404,0,0.0493827,0,0.0589195,79,2,0
9,924,0.0718862,0,0.0126302,0,0.0493827,0,0.0592561,79,2,0
9,925,0.0718862,0,0.0126302,0,0.0493827,0,0.0592561,79,2,0
9,926,0.0506329,0,0.00387881,0,0.0493827,0,0.0467541,79,2,0
9,927,0.0195967,0,0.00203882,0,0.00308642,0,0.0175578,73,8,0
9,928,0.0195967,0,0.00203882,0,0.00308642,0,0.0175578,73,8,0
9,929,0.077434,0,0.00673984,0,0.0123457,0,0.0706941,79,2,0
9,930,0.0955166,0,0.00986788,0,-3.38618e-15,0,0.0856487,76,5,0
9,931,0.0419204,0,0.0076343,0,0.0164609,0,0.0342861,75,6,0
9,932,0.0422352,0,1.55431e-15,0,0.00850769,0,0.0422352,5,76,0
9,933,0.0417479,0,-3.14748e-15,0,0.0077063,0,0.0417479,5,76,0
9,934,0.088694,0,0.0221096,0,-2.14828e-15,0,0.0665844,76,5,0
9,935,0.132328,0,0.00424942,0,0.004502,0,0.128079,24,57,0
9,936,0.132328,0,0.00424942,0,0.004502,0,0.128079,24,57,0
9,937,0.132328,0,0.00424942,0,0.004502,0,0.128079,24,57,0
9,938,0.114143,0,1.16976e-15,0,0.004502,0,0.114143,24,57,0
9,939,0.0775395,0,-5.4063e-16,0,0.00775086,0,0.0775395,24,57,0
9,940,0.0764566,0,-7.07968e-16,0,0.00693091,0,0.0764566,24,57,0
9,941,0.0764566,0,-7.78765e-16,0,0.00693091,0,0.0764566,24,57,0
9,942,0.0753736,0,-3.99037e-16,0,0.00612643,0,0.0753736,24,57,0
9,943,0.0279402,0,-8.46344e-16,0,0.00612643,0,0.0279402,24,57,0
9,944,0.0123457,0,1.25213e-18,0,1.19067e-16,0,0.0123457,57,24,0
9,945,0.0123457,0,2.15645e-18,0,1.19067e-16,0,0.0123457,57,24,0
9,946,0.0123457,0,2.01732e-18,0,1.25503e-16,0,0.0123457,57,24,0
9,947,0.0123457,0,1.94776e-18,0,1.06195e-16,0,0.0123457,57,24,0
9,948,0.0123457,0,2.80056e-19,0,7.40149e-17,0,0.0123457,75,6,0
9,949,0.0123457,0,8.40169e-19,0,1.33227e-16,0,0.0123457,75,6,0
9,950,0.0123457,0,8.40169e-19,0,1.33227e-16,0,0.0123457,75,6,0
9,951,0.0123457,0,3.20064e-19,0,7.40149e-17,0,0.0123457,75,6,0
9,952,0.0123457,0,-2.80056e-19,0,1.4803e-17,0,0.0123457,75,6,0
9,953,0.0123457,0,-4.0008e-20,0,1.4803e-17,0,0.0123457,75,6,0
9,954,0.0123457,0,-8.40169e-19,0,7.40149e-17,0,0.0123457,75,6,0
9,955,0.0123457,0,3.60072e-19,0,1.33227e-16,0,0.0123457,75,6,0
9,956,0.0123457,0,-4.80096e-19,0,1.03621e-16,0,0.0123457,75,6,0
9,957,0,0,0,0,0,0,0,38,43,0
9,958,0,0,0,0,0,0,0,38,43,0
9,959,0,0,0,0,0,0,0,36,45,0
9,960,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,961,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,962,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,963,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,964,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,965,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,966,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,967,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,968,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,969,0,0,0,0,0,0,0,47,34,0
9,970,0,0,0,0,0,0,0,49,32,0
9,971,0,0,0,0,0,0,0,49,32,0
9,972,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,973,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,974,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,975,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,976,0.0130719,0,2.11836e-17,0,0.000484144,0,0.0130719,30,51,0
9,977,0.0130719,0,1.88866e-17,0,0.000484144,0,0.0130719,30,51,0
9,978,0.0130719,0,1.65895e-17,0,0.000484144,0,0.0130719,30,51,0
9,979,0.0130719,0,2.45015e-17,0,0.000484144,0,0.0130719,30,51,0
9,980,0.0130719,0,-8.70313e-17,0,0.000484144,0,0.0130719,30,51,0
9,981,0.0123457,0,3.65721e-18,0,8.49895e-17,0,0.0123457,51,30,0
9,982,0.0123457,0,3.48305e-18,0,8.09059e-17,0,0.0123457,51,30,0
9,983,0.0123457,0,3.65721e-18,0,8.49895e-17,0,0.0123457,51,30,0
9,984,0.0135802,0,-6.49589e-17,0,0.000823045,0,0.0135802,51,30,0
9,985,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,986,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,987,0.0128205,0,0.000316556,0,-1.40628e-15,0,0.012504,78,3,0
9,988,0.0128205,0,0.000316556,0,-5.18104e-16,0,0.012504,78,3,0
9,989,0.0128205,0,0.000316556,0,-1.40628e-15,0,0.012504,78,3,0
9,990,0.0132953,0,0.000641334,0,-2.40548e-16,0,0.012654,78,3,0
9,991,0.0132953,0,0.000641334,0,-9.25186e-17,0,0.012654,78,3,0
9,992,0.0132953,0,0.000641334,0,-2.40548e-16,0,0.012654,78,3,0
9,993,0.0128205,0,0.000316556,0,-1.11022e-15,0,0.012504,78,3,0
9,994,0.0128205,0,0.000316556,0,-1.40628e-15,0,0.012504,78,3,0
9,995,0.0128205,0,0.000316556,0,-1.40628e-15,0,0.012504,78,3,0
9,996,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,997,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,998,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,999,0,0,0,0,0,0,0,42,39,0
9,1000,0,0,0,0,0,0,0,43,38,0
9,1001,0,0,0,0,0,0,0,38,43,0
9,1002,0,0,0,0,0,0,0,42,39,0
9,1003,0,0,0,0,0,0,0,38,43,0
9,1004,0,0,0,0,0,0,0,44,37,0
9,1005,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,1006,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,1007,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,1008,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,1009,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,1010,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,1011,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,1012,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,1013,0.00617284,0,0,0,0.0123457,0,0.00617284,79,2,0
9,1014,0,0,0,0,0,0,0,40,41,0
9,1015,0,0,0,0,0,0,0,34,47,0
9,1016,0,0,0,0,0,0,0,48,33,0
9,1017,0.0123457,0,0,0,0.00823045,0,0.0123457,78,3,0
9,1018,0.0123457,0,-5.36072e-19,0,0.00823045,0,0.0123457,78,3,0
9,1019,0.0123457,0,0,0,0.00823045,0,0.0123457,78,3,0
9,1020,0.0123457,0,-4.99101e-19,0,0.00823045,0,0.0123457,78,3,0
9,1021,0.0123457,0,-4.2516e-19,0,0.00823045,0,0.0123457,78,3,0
9,1022,0.0123457,0,-5.36072e-19,0,0.00823045,0,0.0123457,78,3,0
9,1023,0.0474834,0,0.00121689,0,0.00823045,0,0.0462665,78,3,0
9,1024,0.0474834,0,0.00121689,0,0.00823045,0,0.0462665,78,3,0
9,1025,0.0474834,0,0.00121689,0,0.00823045,0,0.0462665,78,3,0
9,1026,0.0123457,0,3.69937e-19,0,-3.70074e-17,0,0.0123457,74,7,0
9,1027,0.0123457,0,1.973e-18,0,2.64339e-17,0,0.0123457,74,7,0
9,1028,0.0123457,0,1.27423e-18,0,2.64339e-17,0,0.0123457,74,7,0
9,1029,0.0123457,0,0,0,2.37905e-16,0,0.0123457,74,7,0
9,1030,0.0123457,0,7.39875e-19,0,-5.81545e-17,0,0.0123457,74,7,0
9,1031,0.0123457,0,3.28833e-19,0,-1.58603e-17,0,0.0123457,74,7,0
9,1032,0.0123457,0,4.36809e-18,0,3.3891e-17,0,0.0123457,61,20,0
9,1033,0.0354179,0,-8.12216e-16,0,0.00638197,0,0.0354179,20,61,0
9,1034,0.0780936,0,0.00198444,0,0.00628905,0,0.0761092,38,43,0
9,1035,0.149066,0,0.00203908,0,0.0279148,0,0.147027,37,44,0
9,1036,0.236395,0,0.00878656,0,0.0535458,0,0.227609,37,44,0
9,1037,0.236395,0,0.00878656,0,0.0535458,0,0.227609,37,44,0
9,1038,0.239656,0,0.00986171,0,0.0535458,0,0.229795,37,44,0
9,1039,0.239656,0,0.00986171,0,0.0535458,0,0.229795,37,44,0
9,1040,0.241757,0,0.00986171,0,0.0562733,0,0.231895,37,44,0
9,1041,0.220205,0,0.0130872,0,0.0461984,0,0.207118,37,44,0
9,1042,0.203704,0,1.42479e-15,0,0.108686,0,0.203704,9,72,0
9,1043,0.210999,0,0.0563096,0,0.0716691,0,0.154689,59,22,0
9,1044,0.237965,0,0.0611279,0,0.0633422,0,0.176837,63,18,0
9,1045,0.191484,0,0.0399853,0,0.017094,0,0.151498,68,13,0
9,1046,0.204137,0,0.0412588,0,0.0303894,0,0.162878,68,13,0
9,1047,0.228591,0,0.0530376,0,0.0773663,0,0.175553,60,21,0
9,1048,0.336554,0,1.80327e-15,0,0.147743,0,0.336554,12,69,0
9,1049,0.34223,0,0.0131687,0,0.207338,0,0.329061,21,60,0
9,1050,0.410788,0,0.0131687,0,0.240246,0,0.397619,21,60,0
9,1051,0.407497,0,0.0409293,0,0.167514,0,0.366568,29,52,0
9,1052,0.421628,0,0.024813,0,0.165782,0,0.396815,29,52,0
9,1053,0.34888,0,0.0290093,0,0.165819,0,0.319871,29,52,0
9,1054,0.355339,0,0.0357599,0,0.158809,0,0.31958,29,52,0
9,1055,0.517049,0,0.141852,0,0.117889,0,0.375197,63,18,0
9,1056,0.519618,0,0.138818,0,0.117889,0,0.3808,63,18,0
9,1057,0.474732,0,0.122888,0,0.117889,0,0.351844,63,18,0
9,1058,0.430988,0,0.0864514,0,0.117889,0,0.344537,63,18,0
9,1059,0.365223,0,0.00987654,0,0.13302,0,0.355347,10,71,0
9,1060,0.311023,0,0.00274348,0,0.153973,0,0.30828,9,72,0
9,1061,0.257232,0,0.00922534,0,0.149756,0,0.248007,14,67,0
9,1062,0.445248,0,0.140439,0,0.382275,0,0.304809,73,8,0
9,1063,0.383813,0,0.0459497,0,0.161762,0,0.337863,34,47,0
9,1064,0.476501,0,0.0564441,0,0.136448,0,0.420057,33,48,0
9,1065,0.478138,0,0.10253,0,0.129903,0,0.375608,33,48,0
9,1066,0.498764,0,0.0918012,0,0.134741,0,0.406963,27,54,0
9,1067,0.638156,0,0.0918012,0,0.112923,0,0.546355,27,54,0
9,1068,0.720292,0,0.0841853,0,0.10179,0,0.636106,54,27,0
9,1069,0.734238,0,0.0648588,0,0.0974886,0,0.669379,27,54,0
9,1070,0.779285,0,0.0522669,0,0.131265,0,0.727018,27,54,0
9,1071,0.804619,0,0.0754416,0,0.169672,0,0.729177,26,55,0
9,1072,0.7892,0,0.105375,0,0.193507,0,0.683825,26,55,0
9,1073,0.686137,0,0.00329218,0,0.265582,0,0.682845,30,51,0
9,1074,0.726496,0,6.39882e-16,0,0.251383,0,0.726496,29,52,0
9,1075,0.726496,0,1.58056e-15,0,0.251383,0,0.726496,29,52,0
9,1076,0.726496,0,2.75642e-16,0,0.251383,0,0.726496,29,52,0
9,1077,0.726496,0,9.75684e-16,0,0.245852,0,0.726496,29,52,0
9,1078,0.726496,0,1.79058e-15,0,0.280534,0,0.726496,29,52,0
9,1079,0.782362,0,0.0362319,0,0.273129,0,0.74613,24,57,0
9,1080,0.822241,0,0.0352432,0,0.226174,0,0.786998,27,54,0
9,1081,0.814112,0,0.0194858,0,0.225621,0,0.794626,27,54,0
9,1082,0.823316,0,0.0194858,0,0.228425,0,0.80383,27,54,0
9,1083,0.738562,0,1.63343e-15,0,0.248008,0,0.738562,30,51,0
9,1084,0.814089,0,1.79677e-16,0,0.182474,0,0.814089,30,51,0
9,1085,0.901235,0,-1.56809e-15,0,0.124958,0,0.901235,30,51,0
9,1086,1,0,-1.22507e-15,0,0.110298,0,1,30,51,0
9,1087,1,0,-2.08263e-15,0,0.111169,0,1,30,51,0
9,1088,1,0,-2.05812e-15,0,0.071818,0,1,30,51,0
9,1089,1,0,-1.30675e-15,0,0.0803873,0,1,30,51,0
9,1090,0.801097,0,0.000823045,0,0.0598499,0,0.800274,30,51,0
9,1091,0.744469,0,0.00329218,0,0.0860905,0,0.741176,30,51,0
9,1092,0.740959,0,0.00740741,0,0.0971678,0,0.733551,30,51,0
9,1093,0.740959,0,0.00740741,0,0.116766,0,0.733551,30,51,0
9,1094,0.740959,0,0.00740741,0,0.144827,0,0.733551,30,51,0
9,1095,0.740959,0,0.00740741,0,0.155071,0,0.733551,30,51,0
9,1096,0.669418,0,0.00740741,0,0.165878,0,0.662011,30,51,0
9,1097,0.554337,0,0.00740741,0,0.212975,0,0.54693,30,51,0
9,1098,0.50957,0,0.0165744,0,0.215957,0,0.492995,30,51,0
9,1099,0.581619,0,0.0293458,0,0.252704,0,0.552273,30,51,0
9,1100,0.578012,0,0.0469987,0,0.271256,0,0.531013,30,51,0
9,1101,0.52311,0,0.076004,0,0.300169,0,0.447106,30,51,0
9,1102,0.416592,0,0.0538721,0,0.28484,0,0.36272,12,69,0
9,1103,0.366795,0,0.0544715,0,0.406426,0,0.312323,41,40,0
9,1104,0.296108,0,0.0300211,0,0.387955,0,0.266087,41,40,0
9,1105,0.283695,0,0.0300211,0,0.359892,0,0.253674,41,40,0
9,1106,0.317227,0,0.0655898,0,0.341988,0,0.251638,53,28,0
9,1107,0.265686,0,-1.54638e-15,0,0.176631,0,0.265686,8,73,0
9,1108,0.336547,0,4.30608e-15,0,0.152677,0,0.336547,8,73,0
9,1109,0.38524,0,0.102898,0,0.349794,0,0.282342,75,6,0
9,1110,0.655102,0,0.0872612,0,0.308642,0,0.567841,79,2,0
9,1111,0.524744,0,0.1153,0,0.506173,0,0.409444,78,3,0
9,1112,0.497784,0,0.128534,0,0.469136,0,0.36925,78,3,0
9,1113,0.274169,0,0.00598578,0,0.167388,0,0.268184,12,69,0
9,1114,0.467395,0,0.129833,0,0.279835,0,0.337562,78,3,0
9,1115,0.296697,0,0.106152,0,0.12211,0,0.190545,70,11,0
9,1116,0.303232,0,0.11543,0,0.115226,0,0.187801,74,7,0
9,1117,0.245193,0,0.0112967,0,0.134342,0,0.233897,18,63,0
9,1118,0.236332,0,0.0112967,0,0.122471,0,0.225035,18,63,0
9,1119,0.229636,0,0.00718147,0,0.118912,0,0.222455,18,63,0
9,1120,0.225657,0,0.0330175,0,0.0941497,0,0.19264,44,37,0
